station_abbr;reference_timestamp;kaalnud0;kabetud0;kacoryd0;kafagud0;kafraxd0;kaquerd0;khpoacd0;kaalnud1;kabetud1;kacoryd1;kafagud1;kafraxd1;kaquerd1;khpoacd1
PDS;05.07.2008 00:00;0;0;0;0;0;0;34;;;;;;;
PDS;06.07.2008 00:00;0;0;0;0;0;0;84;;;;;;;
PDS;07.07.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;08.07.2008 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;09.07.2008 00:00;0;0;0;0;0;0;20;;;;;;;
PDS;10.07.2008 00:00;0;0;0;0;0;0;24;;;;;;;
PDS;11.07.2008 00:00;0;0;0;0;0;0;62;;;;;;;
PDS;12.07.2008 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;13.07.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;14.07.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;15.07.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;16.07.2008 00:00;0;0;0;0;0;0;8;;;;;;;
PDS;17.07.2008 00:00;0;0;0;0;0;0;30;;;;;;;
PDS;18.07.2008 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;19.07.2008 00:00;0;0;0;0;0;0;34;;;;;;;
PDS;20.07.2008 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;21.07.2008 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;22.07.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;23.07.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;24.07.2008 00:00;0;0;0;0;0;0;16;;;;;;;
PDS;25.07.2008 00:00;0;0;0;0;0;0;16;;;;;;;
PDS;26.07.2008 00:00;0;0;0;0;0;0;8;;;;;;;
PDS;27.07.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;28.07.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;29.07.2008 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;30.07.2008 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;31.07.2008 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;01.08.2008 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;02.08.2008 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;03.08.2008 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;04.08.2008 00:00;0;0;0;0;0;0;8;;;;;;;
PDS;05.08.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;06.08.2008 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;07.08.2008 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;08.08.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;09.08.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;10.08.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;11.08.2008 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;12.08.2008 00:00;0;0;0;0;0;0;8;;;;;;;
PDS;13.08.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;14.08.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;15.08.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;16.08.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;17.08.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;18.08.2008 00:00;0;0;0;0;0;0;8;;;;;;;
PDS;19.08.2008 00:00;0;0;0;0;0;0;20;;;;;;;
PDS;20.08.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;21.08.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;22.08.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;23.08.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;24.08.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;25.08.2008 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;26.08.2008 00:00;0;0;0;0;0;0;8;;;;;;;
PDS;27.08.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;28.08.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;29.08.2008 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;30.08.2008 00:00;0;0;0;0;0;0;8;;;;;;;
PDS;31.08.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;01.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;02.09.2008 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;03.09.2008 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;04.09.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;05.09.2008 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;06.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;07.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;08.09.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;09.09.2008 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;10.09.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;11.09.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;12.09.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;13.09.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;14.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;15.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;16.09.2008 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;17.09.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;18.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;19.09.2008 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;20.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;21.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;22.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;23.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;24.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;25.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;26.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;27.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;28.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;29.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;30.09.2008 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;02.03.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;03.03.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;04.03.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;05.03.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;06.03.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;07.03.2009 00:00;2;0;0;0;0;0;0;;;;;;;
PDS;08.03.2009 00:00;4;0;4;0;0;0;0;;;;;;;
PDS;09.03.2009 00:00;2;0;2;0;0;0;0;;;;;;;
PDS;10.03.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;11.03.2009 00:00;0;0;2;0;0;0;0;;;;;;;
PDS;12.03.2009 00:00;2;0;2;0;0;0;0;;;;;;;
PDS;13.03.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;14.03.2009 00:00;12;0;6;0;0;0;0;;;;;;;
PDS;15.03.2009 00:00;18;0;2;0;0;0;0;;;;;;;
PDS;16.03.2009 00:00;4;0;0;0;0;0;0;;;;;;;
PDS;17.03.2009 00:00;32;0;8;0;0;0;0;;;;;;;
PDS;18.03.2009 00:00;16;0;10;0;0;0;0;;;;;;;
PDS;19.03.2009 00:00;20;0;14;0;0;0;0;;;;;;;
PDS;20.03.2009 00:00;10;0;4;0;0;0;0;;;;;;;
PDS;21.03.2009 00:00;20;0;4;0;0;0;0;;;;;;;
PDS;22.03.2009 00:00;6;0;0;0;0;0;0;;;;;;;
PDS;23.03.2009 00:00;4;0;0;0;0;0;2;;;;;;;
PDS;24.03.2009 00:00;2;0;0;0;0;0;0;;;;;;;
PDS;25.03.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;26.03.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;27.03.2009 00:00;24;0;10;0;4;0;0;;;;;;;
PDS;28.03.2009 00:00;10;0;2;0;0;0;0;;;;;;;
PDS;29.03.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;30.03.2009 00:00;0;0;2;0;0;0;0;;;;;;;
PDS;31.03.2009 00:00;10;0;10;0;0;0;0;;;;;;;
PDS;01.04.2009 00:00;8;0;0;0;0;0;0;;;;;;;
PDS;02.04.2009 00:00;46;0;10;0;0;0;0;;;;;;;
PDS;03.04.2009 00:00;46;0;12;0;0;0;0;;;;;;;
PDS;04.04.2009 00:00;40;0;12;0;0;0;0;;;;;;;
PDS;05.04.2009 00:00;74;0;6;0;0;0;0;;;;;;;
PDS;06.04.2009 00:00;54;2;6;0;2;0;0;;;;;;;
PDS;07.04.2009 00:00;68;8;20;0;16;0;0;;;;;;;
PDS;08.04.2009 00:00;46;8;14;0;8;0;0;;;;;;;
PDS;09.04.2009 00:00;36;12;28;0;20;0;0;;;;;;;
PDS;10.04.2009 00:00;36;14;34;0;14;0;6;;;;;;;
PDS;11.04.2009 00:00;0;6;24;0;8;0;0;;;;;;;
PDS;12.04.2009 00:00;6;14;4;0;6;0;2;;;;;;;
PDS;13.04.2009 00:00;10;32;2;0;12;0;0;;;;;;;
PDS;14.04.2009 00:00;2;46;0;0;14;2;2;;;;;;;
PDS;15.04.2009 00:00;2;28;0;4;2;0;0;;;;;;;
PDS;16.04.2009 00:00;2;2;0;0;0;0;0;;;;;;;
PDS;17.04.2009 00:00;4;0;0;0;2;0;0;;;;;;;
PDS;18.04.2009 00:00;0;18;0;14;0;4;0;;;;;;;
PDS;19.04.2009 00:00;2;8;0;2;0;0;0;;;;;;;
PDS;20.04.2009 00:00;0;0;0;2;0;2;0;;;;;;;
PDS;21.04.2009 00:00;0;20;0;6;2;2;0;;;;;;;
PDS;22.04.2009 00:00;0;18;0;48;6;14;0;;;;;;;
PDS;23.04.2009 00:00;0;2;0;16;4;18;0;;;;;;;
PDS;24.04.2009 00:00;2;0;0;4;0;0;0;;;;;;;
PDS;25.04.2009 00:00;0;30;0;4;4;0;0;;;;;;;
PDS;26.04.2009 00:00;0;2;0;2;0;0;0;;;;;;;
PDS;27.04.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;28.04.2009 00:00;0;0;0;0;2;0;0;;;;;;;
PDS;29.04.2009 00:00;0;0;0;8;0;0;0;;;;;;;
PDS;30.04.2009 00:00;0;0;0;2;0;0;0;;;;;;;
PDS;01.05.2009 00:00;0;12;0;10;0;4;0;;;;;;;
PDS;02.05.2009 00:00;0;2;0;6;0;0;0;;;;;;;
PDS;03.05.2009 00:00;0;8;0;22;0;8;0;;;;;;;
PDS;04.05.2009 00:00;0;2;0;2;0;0;0;;;;;;;
PDS;05.05.2009 00:00;0;0;0;10;0;0;0;;;;;;;
PDS;06.05.2009 00:00;0;4;0;20;0;0;0;;;;;;;
PDS;07.05.2009 00:00;0;18;0;6;0;0;0;;;;;;;
PDS;08.05.2009 00:00;0;8;0;2;0;6;2;;;;;;;
PDS;09.05.2009 00:00;2;2;0;2;0;2;2;;;;;;;
PDS;10.05.2009 00:00;0;26;0;0;0;0;4;;;;;;;
PDS;11.05.2009 00:00;4;22;0;2;0;8;0;;;;;;;
PDS;12.05.2009 00:00;2;4;0;2;0;0;6;;;;;;;
PDS;13.05.2009 00:00;0;8;0;4;0;2;2;;;;;;;
PDS;14.05.2009 00:00;10;16;0;10;0;2;6;;;;;;;
PDS;15.05.2009 00:00;2;4;0;4;0;2;4;;;;;;;
PDS;16.05.2009 00:00;0;10;0;0;0;0;4;;;;;;;
PDS;17.05.2009 00:00;22;48;0;2;0;0;4;;;;;;;
PDS;18.05.2009 00:00;0;6;0;6;0;0;4;;;;;;;
PDS;19.05.2009 00:00;6;16;0;0;0;2;46;;;;;;;
PDS;20.05.2009 00:00;48;178;0;2;0;4;10;;;;;;;
PDS;21.05.2009 00:00;62;48;0;0;0;10;0;;;;;;;
PDS;22.05.2009 00:00;36;12;0;0;0;16;8;;;;;;;
PDS;23.05.2009 00:00;136;8;0;0;0;0;40;;;;;;;
PDS;24.05.2009 00:00;192;4;0;0;0;0;26;;;;;;;
PDS;25.05.2009 00:00;134;0;0;0;0;0;26;;;;;;;
PDS;26.05.2009 00:00;52;6;0;0;0;0;30;;;;;;;
PDS;27.05.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;28.05.2009 00:00;4;0;0;0;0;0;4;;;;;;;
PDS;29.05.2009 00:00;10;0;0;2;0;0;24;;;;;;;
PDS;30.05.2009 00:00;24;0;0;2;0;0;38;;;;;;;
PDS;31.05.2009 00:00;12;0;0;0;0;0;20;;;;;;;
PDS;01.06.2009 00:00;6;0;0;2;0;0;16;;;;;;;
PDS;02.06.2009 00:00;20;0;0;0;0;0;18;;;;;;;
PDS;03.06.2009 00:00;22;0;0;0;0;0;24;;;;;;;
PDS;04.06.2009 00:00;20;0;0;0;0;0;24;;;;;;;
PDS;05.06.2009 00:00;32;0;0;0;0;0;30;;;;;;;
PDS;06.06.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;07.06.2009 00:00;2;0;0;0;0;0;10;;;;;;;
PDS;08.06.2009 00:00;0;0;0;0;0;0;30;;;;;;;
PDS;09.06.2009 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;10.06.2009 00:00;20;0;0;0;0;0;26;;;;;;;
PDS;11.06.2009 00:00;4;0;0;0;0;0;20;;;;;;;
PDS;12.06.2009 00:00;16;0;0;0;0;0;32;;;;;;;
PDS;13.06.2009 00:00;4;0;0;0;0;0;16;;;;;;;
PDS;14.06.2009 00:00;22;0;0;0;0;0;32;;;;;;;
PDS;15.06.2009 00:00;10;0;0;0;0;0;36;;;;;;;
PDS;16.06.2009 00:00;2;0;0;0;0;0;6;;;;;;;
PDS;17.06.2009 00:00;26;0;0;0;0;0;42;;;;;;;
PDS;18.06.2009 00:00;14;0;0;0;0;0;56;;;;;;;
PDS;19.06.2009 00:00;2;0;0;0;0;0;6;;;;;;;
PDS;20.06.2009 00:00;2;0;0;0;0;0;2;;;;;;;
PDS;21.06.2009 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;22.06.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;23.06.2009 00:00;0;2;0;0;0;0;0;;;;;;;
PDS;24.06.2009 00:00;0;0;0;0;0;0;14;;;;;;;
PDS;25.06.2009 00:00;6;0;0;0;0;0;38;;;;;;;
PDS;26.06.2009 00:00;0;0;0;0;0;0;12;;;;;;;
PDS;27.06.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;28.06.2009 00:00;0;0;0;0;0;0;42;;;;;;;
PDS;29.06.2009 00:00;2;0;0;0;0;0;16;;;;;;;
PDS;30.06.2009 00:00;0;0;0;0;0;0;26;;;;;;;
PDS;01.07.2009 00:00;0;0;0;0;0;0;22;;;;;;;
PDS;02.07.2009 00:00;0;0;0;0;0;0;46;;;;;;;
PDS;03.07.2009 00:00;0;0;0;0;0;0;18;;;;;;;
PDS;04.07.2009 00:00;0;0;0;0;0;0;70;;;;;;;
PDS;05.07.2009 00:00;0;0;0;0;0;0;36;;;;;;;
PDS;06.07.2009 00:00;0;0;0;0;0;0;8;;;;;;;
PDS;07.07.2009 00:00;2;0;0;0;0;0;2;;;;;;;
PDS;08.07.2009 00:00;0;0;0;0;0;0;12;;;;;;;
PDS;09.07.2009 00:00;0;0;0;0;0;0;20;;;;;;;
PDS;10.07.2009 00:00;0;0;0;0;0;0;18;;;;;;;
PDS;11.07.2009 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;12.07.2009 00:00;0;0;0;0;0;0;20;;;;;;;
PDS;13.07.2009 00:00;0;0;0;0;0;0;108;;;;;;;
PDS;14.07.2009 00:00;0;0;0;0;0;0;54;;;;;;;
PDS;15.07.2009 00:00;2;2;0;0;0;0;6;;;;;;;
PDS;16.07.2009 00:00;0;0;0;0;0;0;28;;;;;;;
PDS;17.07.2009 00:00;2;0;0;0;0;0;6;;;;;;;
PDS;18.07.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;19.07.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;20.07.2009 00:00;0;0;0;0;0;0;8;;;;;;;
PDS;21.07.2009 00:00;0;0;0;0;0;0;40;;;;;;;
PDS;22.07.2009 00:00;0;0;0;0;0;0;36;;;;;;;
PDS;23.07.2009 00:00;2;0;0;0;0;0;14;;;;;;;
PDS;24.07.2009 00:00;0;0;0;0;0;0;18;;;;;;;
PDS;25.07.2009 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;26.07.2009 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;27.07.2009 00:00;0;0;0;0;0;0;28;;;;;;;
PDS;28.07.2009 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;29.07.2009 00:00;0;0;0;0;0;0;12;;;;;;;
PDS;30.07.2009 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;31.07.2009 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;01.08.2009 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;02.08.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;03.08.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;04.08.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;05.08.2009 00:00;0;0;0;0;0;0;12;;;;;;;
PDS;06.08.2009 00:00;0;0;0;0;0;0;22;;;;;;;
PDS;07.08.2009 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;08.08.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;09.08.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;10.08.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;11.08.2009 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;12.08.2009 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;13.08.2009 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;14.08.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;15.08.2009 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;16.08.2009 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;17.08.2009 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;18.08.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;19.08.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;20.08.2009 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;21.08.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;22.08.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;23.08.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;24.08.2009 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;25.08.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;26.08.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;27.08.2009 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;28.08.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;29.08.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;30.08.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;31.08.2009 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;01.09.2009 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;02.09.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;03.09.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;04.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;05.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;06.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;07.09.2009 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;08.09.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;09.09.2009 00:00;0;0;0;0;0;0;6;;;;;;;
PDS;10.09.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;11.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;12.09.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;13.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;14.09.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;15.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;16.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;17.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;18.09.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;19.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;20.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;21.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;22.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;23.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;24.09.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;25.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;26.09.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;27.09.2009 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;28.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;29.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;30.09.2009 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;01.03.2010 00:00;14;0;4;0;0;0;0;;;;;;;
PDS;02.03.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;03.03.2010 00:00;6;0;0;0;0;0;2;;;;;;;
PDS;04.03.2010 00:00;0;0;2;0;0;0;0;;;;;;;
PDS;05.03.2010 00:00;2;0;0;0;0;0;0;;;;;;;
PDS;06.03.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;07.03.2010 00:00;2;0;0;0;0;0;0;;;;;;;
PDS;08.03.2010 00:00;2;0;2;0;0;0;0;;;;;;;
PDS;09.03.2010 00:00;4;0;4;0;0;0;0;;;;;;;
PDS;10.03.2010 00:00;10;0;0;0;0;0;0;;;;;;;
PDS;11.03.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;12.03.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;13.03.2010 00:00;0;0;2;0;0;0;0;;;;;;;
PDS;14.03.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;15.03.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;16.03.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;17.03.2010 00:00;0;0;2;0;0;0;0;;;;;;;
PDS;18.03.2010 00:00;2;0;0;0;0;0;0;;;;;;;
PDS;19.03.2010 00:00;0;0;2;0;0;0;2;;;;;;;
PDS;20.03.2010 00:00;0;0;6;0;0;0;0;;;;;;;
PDS;21.03.2010 00:00;0;0;28;0;0;0;0;;;;;;;
PDS;22.03.2010 00:00;0;0;48;0;0;0;0;;;;;;;
PDS;23.03.2010 00:00;2;0;10;0;0;0;0;;;;;;;
PDS;24.03.2010 00:00;4;0;48;0;0;0;0;;;;;;;
PDS;25.03.2010 00:00;18;0;22;0;0;0;0;;;;;;;
PDS;26.03.2010 00:00;2;0;0;0;0;0;0;;;;;;;
PDS;27.03.2010 00:00;6;0;0;0;2;0;2;;;;;;;
PDS;28.03.2010 00:00;16;0;0;0;0;0;0;;;;;;;
PDS;29.03.2010 00:00;56;0;6;0;2;0;0;;;;;;;
PDS;30.03.2010 00:00;12;0;0;0;0;0;0;;;;;;;
PDS;31.03.2010 00:00;0;0;0;0;2;0;0;;;;;;;
PDS;01.04.2010 00:00;2;0;0;0;0;0;0;;;;;;;
PDS;02.04.2010 00:00;4;0;0;0;0;0;0;;;;;;;
PDS;03.04.2010 00:00;8;0;0;0;2;0;0;;;;;;;
PDS;04.04.2010 00:00;0;0;0;0;4;0;0;;;;;;;
PDS;05.04.2010 00:00;0;0;0;0;2;0;0;;;;;;;
PDS;06.04.2010 00:00;2;0;0;0;0;0;0;;;;;;;
PDS;07.04.2010 00:00;4;6;2;0;14;0;0;;;;;;;
PDS;08.04.2010 00:00;8;74;4;0;136;0;0;;;;;;;
PDS;09.04.2010 00:00;2;28;0;0;92;0;2;;;;;;;
PDS;10.04.2010 00:00;0;34;0;0;76;2;0;;;;;;;
PDS;11.04.2010 00:00;2;12;2;0;6;0;0;;;;;;;
PDS;12.04.2010 00:00;2;4;0;0;24;0;0;;;;;;;
PDS;13.04.2010 00:00;0;8;0;0;16;0;0;;;;;;;
PDS;14.04.2010 00:00;0;4;0;0;8;0;0;;;;;;;
PDS;15.04.2010 00:00;0;26;0;0;24;0;0;;;;;;;
PDS;16.04.2010 00:00;0;28;0;0;32;0;0;;;;;;;
PDS;17.04.2010 00:00;0;54;0;0;74;0;0;;;;;;;
PDS;18.04.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;19.04.2010 00:00;2;36;0;0;24;0;0;;;;;;;
PDS;20.04.2010 00:00;0;32;0;0;66;0;0;;;;;;;
PDS;21.04.2010 00:00;0;78;0;0;68;0;0;;;;;;;
PDS;22.04.2010 00:00;0;84;0;0;70;2;0;;;;;;;
PDS;23.04.2010 00:00;0;28;0;0;26;0;0;;;;;;;
PDS;24.04.2010 00:00;0;62;0;0;134;0;0;;;;;;;
PDS;25.04.2010 00:00;0;24;0;0;36;0;0;;;;;;;
PDS;26.04.2010 00:00;0;16;0;0;20;0;0;;;;;;;
PDS;27.04.2010 00:00;0;10;0;0;16;6;0;;;;;;;
PDS;28.04.2010 00:00;0;16;0;0;6;0;0;;;;;;;
PDS;29.04.2010 00:00;0;108;0;0;10;0;0;;;;;;;
PDS;30.04.2010 00:00;0;148;0;0;20;4;2;;;;;;;
PDS;01.05.2010 00:00;0;14;0;0;2;2;0;;;;;;;
PDS;02.05.2010 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;03.05.2010 00:00;0;2;0;0;4;0;0;;;;;;;
PDS;04.05.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;05.05.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;06.05.2010 00:00;0;8;0;0;6;0;0;;;;;;;
PDS;07.05.2010 00:00;0;0;0;0;4;0;0;;;;;;;
PDS;08.05.2010 00:00;0;0;0;0;2;0;4;;;;;;;
PDS;09.05.2010 00:00;0;8;0;0;0;0;2;;;;;;;
PDS;10.05.2010 00:00;0;4;0;0;0;0;0;;;;;;;
PDS;11.05.2010 00:00;0;0;0;0;2;0;0;;;;;;;
PDS;12.05.2010 00:00;0;2;0;0;0;0;0;;;;;;;
PDS;13.05.2010 00:00;0;0;0;0;4;0;0;;;;;;;
PDS;14.05.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;15.05.2010 00:00;0;2;0;0;0;0;0;;;;;;;
PDS;16.05.2010 00:00;0;0;0;0;2;0;0;;;;;;;
PDS;17.05.2010 00:00;0;0;0;0;0;4;0;;;;;;;
PDS;18.05.2010 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;19.05.2010 00:00;2;4;0;0;0;0;2;;;;;;;
PDS;20.05.2010 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;21.05.2010 00:00;0;2;0;0;0;0;2;;;;;;;
PDS;22.05.2010 00:00;0;10;0;0;0;0;18;;;;;;;
PDS;23.05.2010 00:00;0;4;0;0;0;0;16;;;;;;;
